ID;Name;Longitude_WGS84;Latitude_WGS84;AdmArea;District;RouteNumbers;StationName;Direction;Pavilion;OperatingOrgName;EntryState;global_id;PlaceDescription;Works;geodata_center;geoarea
Локальный идентификатор;Наименование;Долгота в WGS-84;Широта в WGS-84;Административный округ;Район;Маршруты;Название остановки;Направление;Наличие павильона;Балансодержатель павильона ожидания (пилона, табло, АПБ);Состояние записи;global_id;Описание места расположения объекта;Работы;geodata_center;geoarea
191;«Кадетский корпус полиции», 4-й Новомихалковский проезд (в центр) (191);37.54363761;55.84249732;Северный административный округ;район Коптево;"А87; А123; А323";Кадетский корпус полиции;в центр;нет;;активна;889085303;ул. Генерала Рычагова, д.28;;;
193;«Митинская ул., 48», Митинская улица (в центр) (193);37.35496588;55.84954574;Северо-Западный административный округ;район Митино;"А451; А614; А741; А846; А959; Ан12; АС3";Митинская ул., 48;в центр;да;ГУП «Мосгортранс»;активна;889085304;Митинская ул., д.48;"WorkType:установка
Contractor:ГУП «Мосгортранс»
PlannedStartYear:2022
ActualEndDate:

";;
194;«4-й Новомихалковский пр. - П-ка № 159», 4-й Новомихалковский проезд (от центра) (194);37.54506468;55.84075235;Северный административный округ;район Коптево;"А87; А123; А323";4-й Новомихалковский пр. - П-ка № 159;от центра;нет;;активна;889085305;4-й Новомихалковский пр., д.6;;;
195;«Кадетский корпус полиции», 4-й Новомихалковский проезд (от центра) (195);37.54341964;55.84320609;Северный административный округ;район Коптево;"А87; А123; А323";Кадетский корпус полиции;от центра;нет;;активна;889085306;4-й Новомихалковский пр., д.13;;;
196;«НАМИ», Автомоторная улица (от центра) (196);37.54100334;55.8464752;Северный административный округ;Головинский район;"А22; А123";НАМИ;от центра;да;ГУП «Мосгортранс»;активна;889085307;Автомоторная ул., д.1;;;
197;«Автомоторная ул.», Автомоторная улица (от центра) (197);37.53602663;55.84995017;Северный административный округ;Головинский район;"А22; А123";Автомоторная ул.;от центра;да;ГУП «Мосгортранс»;активна;889085308;Автомоторная ул., д.6;;;
198;«Лихоборская наб. - Хим-тех. з-д», Автомоторная улица (от центра) (198);37.53094503;55.85291772;Северный административный округ;Головинский район;"А22; А123";Лихоборская наб. - Хим-тех. з-д;от центра;да;ГУП «Мосгортранс»;активна;889085309;4-й Лихачёвский пер., д.4;;;
199;«База механизации», 4-й Лихачёвский переулок (в центр) (199);37.5270668;55.85127231;Северный административный округ;Головинский район;"А22; А123";База механизации;в центр;да;ГУП «Мосгортранс»;активна;889085310;4-й Лихачёвский пер., д.2;;;
200;«3-й Лихачёвский пер.», Онежская улица (в центр) (200);37.52091766;55.84831504;Северный административный округ;Головинский район;"А22; А72; А90; А123; А139; А565; А621; А801";3-й Лихачёвский пер.;в центр;да;ГУП «Мосгортранс»;активна;889085311;Онежская ул., д.9;;;
201;«Диспансер», Михалковская улица (от центра) (201);37.50566731;55.83733611;Северный административный округ;Головинский район;"А123; А565";Диспансер;от центра;да;ГУП «Мосгортранс»;активна;889085312;Михалковская ул., д.65, к.1, стр. 1;;;
202;«Детский сад», Нарвская улица (от центра) (202);37.50345789;55.84200552;Северный административный округ;Головинский район;"А123; А565";Детский сад;от центра;да;ГУП «Мосгортранс»;активна;889085313;Нарвская ул., д.18;;;
203;«Гимназия № 1583», Кронштадтский бульвар (в центр) (203);37.49912551;55.84370335;Северный административный округ;Головинский район;"А65; А65К; А72; А123; А139; А565; А594; А698";Гимназия № 1583;в центр;да;ГУП «Мосгортранс»;активна;889085314;Кронштадтский бульв., д.31;;;
204;«Кронштадтский бул.», Кронштадтский бульвар (в центр) (204);37.49584482;55.84289574;Северный административный округ;Головинский район;"А65; А65К; А72; А123; А139; А565; А594; А698";Кронштадтский бул.;в центр;да;ГУП «Мосгортранс»;активна;889085315;Кронштадтский бульв., д.19, к.1;;;
206;«Ул. Дыбенко, 6», улица Дыбенко (от центра) (206);37.48465472;55.86851809;Северный административный округ;район Ховрино;"А283; А594; А673; А745; А958";Ул. Дыбенко, 6;от центра;да;ГУП «Мосгортранс»;активна;889085316;ул. Дыбенко, д.6, к.1;;;
208;«Интернат», Смольная улица (в центр) (208);37.46855178;55.87346894;Северный административный округ;район Левобережный;"А65; А173; А270; А338";Интернат;в центр;да;ГУП «Мосгортранс»;активна;889085318;Смольная ул., д.52;;;
209;«11-й автобусный парк - Киностудия», Смольная улица (в центр) (209);37.47087508;55.87122038;Северный административный округ;район Левобережный;"А65; А173; А270; А338";11-й автобусный парк - Киностудия;в центр;да;ГУП «Мосгортранс»;активна;889085319;Смольная ул., д.65;;;
210;«Смольная ул., 61», Смольная улица (в центр) (210);37.47291097;55.86924721;Северный административный округ;район Левобережный;"А65; А173; А270; А338";Смольная ул., 61;в центр;да;ГУП «Мосгортранс»;активна;889085320;Смольная ул., д.61, к.1;;;
211;«Метро «Беломорская», Смольная улица (в центр) (211);37.47593628;55.86632944;Северный административный округ;район Левобережный;"А173; А270; А338";Метро «Беломорская»;в центр;да;ГУП «Мосгортранс»;активна;889085321;Смольная ул., д.53;;;
212;«Смольная ул.», Фестивальная улица (от центра) (212);37.48635788;55.85832994;Северный административный округ;район Левобережный;"А188; А233; А284; А673; А745; А801; А857";Смольная ул.;от центра;нет;;активна;889085322;Фестивальная ул., д.47;;;
213;«Фестивальная ул., 14», Фестивальная улица (от центра) (213);37.49617308;55.86018085;Северный административный округ;район Ховрино;"А188; А233; А284; А594; А857";Фестивальная ул., 14;от центра;нет;;активна;889085323;Фестивальная ул., д.53А;;;
214;«Фестивальная ул., 65», Фестивальная улица (от центра) (214);37.50113583;55.8609953;Северный административный округ;район Ховрино;"А188; А233; А284; А594; А857";Фестивальная ул., 65;от центра;да;ГУП «Мосгортранс»;активна;889085324;Фестивальная ул., д.24А;;;
216;«Фестивальная ул.», Фестивальная улица (в центр) (216);37.50360878;55.86189364;Северный административный округ;район Ховрино;"А233; А284; А594; А745; А857";Фестивальная ул.;в центр;да;ГУП «Мосгортранс»;активна;889085325;Фестивальная ул., д.69;;;
217;«Фестивальная ул., 14», Фестивальная улица (в центр) (217);37.49502105;55.86023665;Северный административный округ;район Ховрино;"А233; А284; А594; А745; А857";Фестивальная ул., 14;в центр;нет;;активна;889085326;Фестивальная ул., д.53А;;;
218;«Метро «Беломорская», Смольная улица (от центра) (218);37.47572273;55.86691808;Северный административный округ;район Левобережный;"А173; А270; А338";Метро «Беломорская»;от центра;да;ГУП «Мосгортранс»;активна;889085327;Беломорская ул., д.19;;;
219;«Смольная ул., 61», Смольная улица (от центра) (219);37.47250317;55.87006376;Северный административный округ;район Левобережный;"А173; А270; А338";Смольная ул., 61;от центра;да;ГУП «Мосгортранс»;активна;889085328;Смольная ул., д.46;;;
220;«11-й автобусный парк - Киностудия», Смольная улица (от центра) (220);37.47042618;55.87205598;Северный административный округ;район Левобережный;"А173; А270; А338";11-й автобусный парк - Киностудия;от центра;да;ГУП «Мосгортранс»;активна;889085329;Смольная ул., д.50;;;
222;«Фестивальная ул.», Фестивальная улица (от центра) (222);37.50674921;55.86280819;Северный административный округ;Головинский район;"А65; А65К; А188; А284; А500; А565; А857";Фестивальная ул.;от центра;да;ГУП «Мосгортранс»;активна;889085331;Фестивальная ул., д.38;;;
225;«Зеленоградская ул., 21», Зеленоградская улица (от центра) (225);37.49737477;55.87385147;Северный административный округ;район Ховрино;"А65; А188";Зеленоградская ул., 21;от центра;да;ГУП «Мосгортранс»;активна;889085332;Зеленоградская ул., д.23А;;;
226;«Почта», Зеленоградская улица (от центра) (226);37.49362797;55.8755477;Северный административный округ;район Ховрино;"А65; А188";Почта;от центра;да;ГУП «Мосгортранс»;активна;889085333;Зеленоградская ул., д.31, к.1;;;
227;«Зеленоградская ул., 39», Зеленоградская улица (от центра) (227);37.48921877;55.87735502;Северный административный округ;район Ховрино;"А65; А188";Зеленоградская ул., 39;от центра;да;ГУП «Мосгортранс»;активна;889085334;Зеленоградская ул., д.35, к.1, стр. 2;;;
228;«Зеленоградская ул., 39», Зеленоградская улица (в центр) (228);37.48987729;55.87686159;Северный административный округ;район Ховрино;"А65; А745";Зеленоградская ул., 39;в центр;да;ГУП «Мосгортранс»;активна;889085335;Зеленоградская ул., д.35, к.1;;;
229;«Почта», Зеленоградская улица (в центр) (229);37.49462501;55.87495346;Северный административный округ;район Ховрино;"А65; А745";Почта;в центр;да;ГУП «Мосгортранс»;активна;889085336;Зеленоградская ул., д.27А;;;
230;«Зеленоградская ул., 21», Зеленоградская улица (в центр) (230);37.49835973;55.87297274;Северный административный округ;район Ховрино;"А65; А745";Зеленоградская ул., 21;в центр;да;ГУП «Мосгортранс»;активна;889085337;Зеленоградская ул., д.19;;;
232;«Б-ца - Б-ка им. Короленко», Фестивальная улица (в центр) (232);37.50768663;55.8636384;Северный административный округ;район Ховрино;"А284; А500; А745; А857";Б-ца - Б-ка им. Короленко;в центр;да;ГУП «Мосгортранс»;активна;889085338;Фестивальная ул., д.73, к.2;;;
233;«Фестивальная ул., 65», Фестивальная улица (в центр) (233);37.49975463;55.86101472;Северный административный округ;район Ховрино;"А233; А284; А594; А745; А857";Фестивальная ул., 65;в центр;да;ГУП «Мосгортранс»;активна;889085339;Фестивальная ул., д.63, к.2;;;
236;«1-й Пехотный пер.», улица Академика Курчатова (в центр) (236);37.47673416;55.80552919;Северо-Западный административный округ;район Щукино;"А105; А460; А800";1-й Пехотный пер.;в центр;да;ГУП «Мосгортранс»;активна;889085340;ул. Академика Курчатова, д.25;;;
237;«Сосновая ул.», Сосновая улица (в центр) (237);37.47964794;55.80676444;Северо-Западный административный округ;район Щукино;"А105; А800";Сосновая ул.;в центр;да;ГУП «Мосгортранс»;активна;889085341;Сосновая ул., д.11;"WorkType:установка
Contractor:ГУП «Мосгортранс»
PlannedStartYear:2022
ActualEndDate:

";;
238;«Детский сад», Пехотная улица (от центра) (238);37.48400637;55.80634772;Северо-Западный административный округ;район Щукино;"А105; А800";Детский сад;от центра;да;ГУП «Мосгортранс»;активна;889085342;Сосновая ул., д.3;;;
239;«1-й Волоколамский пр.», 1-й Волоколамский проезд (в центр) (239);37.49033661;55.80305908;Северо-Западный административный округ;район Щукино;"А105; А800";1-й Волоколамский пр.;в центр;да;ГУП «Мосгортранс»;активна;889085343;1-й Волоколамский пр., д.10;;;
240;«Почта», 1-й Волоколамский проезд (в центр) (240);37.49210035;55.80096192;Северо-Западный административный округ;район Щукино;"А105; А800";Почта;в центр;да;ГУП «Мосгортранс»;активна;889085344;1-й Волоколамский пр., д.7, к.1;;;
242;«2-й Балтийский пер.», улица Усиевича (в центр) (242);37.52396967;55.80644299;Северный административный округ;район Аэропорт;"А110; А132; А322";2-й Балтийский пер.;в центр;да;ГУП «Мосгортранс»;активна;889085345;ул. Усиевича, д.25, к.1;;;
243;«Ленинградский рынок - К/т «Баку», улица Усиевича (в центр) (243);37.52821794;55.80531741;Северный административный округ;район Аэропорт;"А110; А132; А322";Ленинградский рынок - К/т «Баку»;в центр;да;ГУП «Мосгортранс»;активна;889085346;ул. Усиевича, д.17;;;
244;«4-я ул. 8 Марта», Планетная улица (в центр) (244);37.54618946;55.80222889;Северный административный округ;район Аэропорт;А322;4-я ул. 8 Марта;в центр;нет;;активна;889085347;Планетная ул., д.25;;;
245;«1-я ул. 8 Марта», Планетная улица (в центр) (245);37.54935307;55.80027904;Северный административный округ;район Аэропорт;А322;1-я ул. 8 Марта;в центр;нет;;активна;889085348;Планетная ул., д.15;;;
246;«Петровско-Разумовская ал.», Петровско-Разумовская аллея (в центр) (246);37.55895913;55.79487824;Северный административный округ;район Аэропорт;"А22; А132; А318; А319; А322; А384; АС484";Петровско-Разумовская ал.;в центр;да;ГУП «Мосгортранс»;активна;889085349;Петровско-Разумовская ал., д.12А;;;
247;«1-я ул. 8 Марта», Планетная улица (от центра) (247);37.54841294;55.80112677;Северный административный округ;район Аэропорт;"А105; А322";1-я ул. 8 Марта;от центра;нет;;активна;889085350;Планетная ул., д.16;;;
248;«4-я ул. 8 Марта», Планетная улица (от центра) (248);37.54517782;55.80315252;Северный административный округ;район Аэропорт;"А105; А322";4-я ул. 8 Марта;от центра;нет;;активна;889085351;Планетная ул., д.26;;;
249;«Ленинградский рынок - К/т «Баку», Часовая улица (от центра) (249);37.52945405;55.80877473;Северный административный округ;район Аэропорт;"А105; А110; А132; А322";Ленинградский рынок - К/т «Баку»;от центра;да;ГУП «Мосгортранс»;активна;889085352;Часовая ул., д.16;;;
250;«Российская открытая академия транспорта», Часовая улица (от центра) (250);37.52573767;55.80972867;Северный административный округ;район Аэропорт;"А105; А110; А132; А322";Российская открытая академия транспорта;от центра;да;ГУП «Мосгортранс»;активна;889085353;Часовая ул., д.19;;;
251;«1-й Балтийский пер.», Часовая улица (от центра) (251);37.5202407;55.81113993;Северный административный округ;район Аэропорт;"А105; А110; А132; А322";1-й Балтийский пер.;от центра;нет;;активна;889085354;Часовая ул., д.28, к.51;;;
253;«Почта», 1-й Волоколамский проезд (от центра) (253);37.49206711;55.80137286;Северо-Западный административный округ;район Щукино;"А105; А800; АП115";Почта;от центра;да;ГУП «Мосгортранс»;активна;889085355;1-й Волоколамский пр., д.8, к.1;;;
254;«1-й Волоколамский пр.», 1-й Волоколамский проезд (от центра) (254);37.49077163;55.80282528;Северо-Западный административный округ;район Щукино;"А105; А800; АП115";1-й Волоколамский пр.;от центра;да;ГУП «Мосгортранс»;активна;889085356;1-й Волоколамский пр., д.10;;;
255;«2-й Пехотный пер.», 2-й Пехотный переулок (от центра) (255);37.48890968;55.80447564;Северо-Западный административный округ;район Щукино;"А105; А800";2-й Пехотный пер.;от центра;да;ГУП «Мосгортранс»;активна;889085357;1-й Волоколамский пр., д.10;;;
256;«52-я гор. б-ца», Пехотная улица (в центр) (256);37.48431004;55.80571554;Северо-Западный административный округ;район Щукино;"А105; А800";52-я гор. б-ца;в центр;да;ГУП «Мосгортранс»;активна;889085358;Пехотная ул., д.3;;;
257;«Детский сад», Сосновая улица (от центра) (257);37.48307023;55.80702966;Северо-Западный административный округ;район Щукино;"А105; А800";Детский сад;от центра;нет;;активна;889085359;Щукинская ул., д.1;;;
258;«Сосновая ул.», Сосновая улица (от центра) (258);37.47847049;55.80690064;Северо-Западный административный округ;район Щукино;"А105; А800";Сосновая ул.;от центра;да;ГУП «Мосгортранс»;активна;889085360;Щукинская ул., д.5;;;
259;«1-й Пехотный пер.», улица Академика Курчатова (от центра) (259);37.47660275;55.80425072;Северо-Западный административный округ;район Щукино;"А105; А460; А800";1-й Пехотный пер.;от центра;да;ГУП «Мосгортранс»;активна;889085361;1-й Пехотный пер., д.9;;;
260;«Пулковская ул.», Авангардная улица (от центра) (260);37.48944038;55.84632385;Северный административный округ;Головинский район;"А70; А500; А621";Пулковская ул.;от центра;нет;;активна;889085362;Авангардная ул., д.12;;;
261;«Флотская ул., 36», Флотская улица (от центра) (261);37.49234418;55.85079102;Северный административный округ;Головинский район;"А70; А500; А621";Флотская ул., 36;от центра;нет;;активна;889085363;Флотская ул., д.38;;;
262;«Поликлиника», Флотская улица (от центра) (262);37.50108072;55.85399188;Северный административный округ;Головинский район;"А70; А500; А621; А698";Поликлиника;от центра;да;ГУП «Мосгортранс»;активна;889085364;Флотская ул., д.50;;;
263;«Школа № 648», Флотская улица (от центра) (263);37.50383408;55.8549718;Северный административный округ;Головинский район;"А70; А500; А621; А698";Школа № 648;от центра;да;ГУП «Мосгортранс»;активна;889085365;Флотская ул., д.54;;;
264;«Флотская ул.», Флотская улица (от центра) (264);37.50949264;55.85700257;Северный административный округ;Головинский район;"А70; А500; А621; А698";Флотская ул.;от центра;нет;;активна;889085366;Флотская ул., д.68;;;
265;«Солнечногорская ул.», Солнечногорская улица (от центра) (265);37.51478718;55.85677503;Северный административный округ;Головинский район;"А65; А70; А698";Солнечногорская ул.;от центра;да;ГУП «Мосгортранс»;активна;889085367;Онежская ул., д.26;;;
266;«Сенежская ул., 1 - Колледж предпринимательства», Сенежская улица (от центра) (266);37.51657768;55.85973631;Северный административный округ;Головинский район;А70;Сенежская ул., 1 - Колледж предпринимательства;от центра;да;ГУП «Мосгортранс»;активна;889085368;Сенежская ул., д.4;;;
267;«Сенежская ул.», Сенежская улица (от центра) (267);37.51423581;55.86089426;Северный административный округ;Головинский район;А70;Сенежская ул.;от центра;нет;;активна;889085369;Флотская ул., д.82;;;
268;«Солнечногорская ул.», Солнечногорская улица (в центр) (268);37.51401468;55.85642813;Северный административный округ;Головинский район;"А65; А65К; А70; А565; А698";Солнечногорская ул.;в центр;да;ГУП «Мосгортранс»;активна;889085370;Онежская ул., д.26;;;
269;«Флотская ул.», Флотская улица (в центр) (269);37.50859495;55.85691524;Северный административный округ;район Ховрино;"А70; А500; А621; А698";Флотская ул.;в центр;да;ГУП «Мосгортранс»;активна;889085371;Онежская ул., д.45;;;
270;«Поликлиника», Флотская улица (в центр) (270);37.50178932;55.85446122;Северный административный округ;район Ховрино;"А70; А500; А621; А698";Поликлиника;в центр;да;ГУП «Мосгортранс»;активна;889085372;Флотская ул., д.9;;;
271;«Смольная ул.», Флотская улица (в центр) (271);37.49462719;55.85184812;Северный административный округ;район Левобережный;"А70; А500; А594; А621; А698";Смольная ул.;в центр;да;ГУП «Мосгортранс»;активна;889085373;Флотская ул., д.5, к.1;;;
272;«Пулковская ул.», Авангардная улица (в центр) (272);37.48979253;55.84540275;Северный административный округ;Головинский район;"А70; А500; А621";Пулковская ул.;в центр;нет;;активна;889085375;Авангардная ул., д.7;;;
273;«Бескудниковский бул., 10», Бескудниковский бульвар (в центр) (273);37.5624217;55.85891159;Северный административный округ;Бескудниковский район;"А114; А154; А167; А447; А466; АМ40";Бескудниковский бул., 10;в центр;да;ГУП «Мосгортранс»;активна;889085376;Бескудниковский бульв., д.6, к.3;;;
274;«Метро «Верхние Лихоборы» (сев.)», Бескудниковский бульвар (от центра) (274);37.56240004;55.85736801;Северный административный округ;Бескудниковский район;"А114; А154; А167; А170; Ам40";Метро «Верхние Лихоборы» (сев.);от центра;нет;;активна;889085377;Бескудниковский бульв., д.2, к.1;;;
275;«Нарвская ул. - Университет гражданской авиации», Кронштадтский бульвар (от центра) (275);37.5031925;55.84459084;Северный административный округ;Головинский район;"А65; А65К; А72; А139";Нарвская ул. - Университет гражданской авиации;от центра;да;ГУП «Мосгортранс»;активна;889085378;Смольная ул., д.2;;;
276;«Университет спорта и туризма», Кронштадтский бульвар (от центра) (276);37.51280334;55.85174733;Северный административный округ;Головинский район;"А65; А65К; А72; А139";Университет спорта и туризма;от центра;да;ГУП «Мосгортранс»;активна;889085379;Кронштадтский бульв., д.30Б;;;
277;«Лихоборская наб.», Кронштадтский бульвар (от центра) (277);37.51607697;55.85266649;Северный административный округ;Головинский район;"А65; А65К; А72; А139";Лихоборская наб.;от центра;да;ГУП «Мосгортранс»;активна;889085380;Кронштадтский бульв., д.57;;;
278;«Солнечногорская ул., 15 - Колледж предпринимательства», Солнечногорская улица (от центра) (278);37.52010601;55.86081819;Северный административный округ;Головинский район;"А65; А698";Солнечногорская ул., 15 - Колледж предпринимательства;от центра;да;ГУП «Мосгортранс»;активна;889085381;Солнечногорская ул., д.22, к.2, стр. 1;;;
279;«Солнечногорская ул., 15 - Колледж предпринимательства», Солнечногорская улица (в центр) (279);37.51934402;55.86053444;Северный административный округ;Головинский район;"А65; А65К; А565; А698";Солнечногорская ул., 15 - Колледж предпринимательства;в центр;да;ГУП «Мосгортранс»;активна;889085382;Солнечногорская ул., д.15, к.1;;;
280;«Лихоборская наб.», Кронштадтский бульвар (в центр) (280);37.5151295;55.85259736;Северный административный округ;Головинский район;"А65; А65К; А72; А139";Лихоборская наб.;в центр;да;ГУП «Мосгортранс»;активна;889085383;Кронштадтский бульв., д.55;;;
281;«Университет спорта и туризма», Кронштадтский бульвар (в центр) (281);37.51095173;55.85131969;Северный административный округ;Головинский район;"А65; А65К; А72; А139";Университет спорта и туризма;в центр;да;ГУП «Мосгортранс»;активна;889085384;Кронштадтский бульв., д.47;;;
282;«Нарвская ул. - Университет гражданской авиации», Кронштадтский бульвар (в центр) (282);37.50317031;55.8447254;Северный административный округ;Головинский район;"А65; А65К; А72; А139";Нарвская ул. - Университет гражданской авиации;в центр;да;ГУП «Мосгортранс»;активна;889085385;Кронштадтский бульв., д.35А;;;
283;«Пр. Черепановых», Михалковская улица (в центр) (283);37.52662018;55.83961008;Северный административный округ;район Коптево;"А22; А72; А87; А801";Пр. Черепановых;в центр;да;ГУП «Мосгортранс»;активна;889085386;Михалковская ул., д.15;;;
284;«Соболевский пр.», Михалковская улица (в центр) (284);37.5301106;55.83867407;Северный административный округ;район Коптево;"А22; А72; А87; А801; АО27";Соболевский пр.;в центр;да;ГУП «Мосгортранс»;активна;889085387;Михалковская ул., д.9;;;
286;«Политехнический университет», улица Прянишникова (в центр) (286);37.54320731;55.83519691;Северный административный округ;Тимирязевский район;"А22; А72; А87; А801; АО27";Политехнический университет;в центр;нет;;активна;889085389;ул. Прянишникова, д.2А;;;
287;«Тимирязевская академия», Тимирязевская улица (в центр) (287);37.54993836;55.83341524;Северный административный округ;Тимирязевский район;"А22; А72; А87; А801; АО27";Тимирязевская академия;в центр;да;ГУП «Мосгортранс»;активна;889085390;Тимирязевская ул., д.49;;;
288;«Пасечная ул.», Тимирязевская улица (в центр) (288);37.55276469;55.82979983;Северный административный округ;Тимирязевский район;"А22; А72; А87; А801; АО27";Пасечная ул.;в центр;да;ГУП «Мосгортранс»;активна;889085391;Тимирязевская ул., д.39;;;
289;«Парк «Дубки», Тимирязевская улица (в центр) (289);37.56230019;55.81830039;Северный административный округ;Тимирязевский район;"А22; А72; А82; А466; А801; АО27";Парк «Дубки»;в центр;да;ГУП «Мосгортранс»;активна;889085392;Тимирязевская ул., д.24А;;;
290;«Б-ца им. Спасокукоцкого», улица Вучетича (в центр) (290);37.55706274;55.81245767;Северный административный округ;Тимирязевский район;"А22; А319; А466";Б-ца им. Спасокукоцкого;в центр;да;ГУП «Мосгортранс»;активна;889085393;ул. Вучетича, д.19;;;
291;«Пр. Соломенной Сторожки», улица Вучетича (в центр) (291);37.56009979;55.80729184;Северный административный округ;Тимирязевский район;"А22; А319; А466";Пр. Соломенной Сторожки;в центр;да;ГУП «Мосгортранс»;активна;889085394;ул. Вучетича, д.5;;;
292;«Дмитровский пр.», Тимирязевская улица (в центр) (292);37.57133003;55.80737234;Северный административный округ;Тимирязевский район;"А22; А72; А82; А319";Дмитровский пр.;в центр;да;ГУП «Мосгортранс»;активна;889085395;Тимирязевская ул., д.1;;;
293;«Всероссийское общество слепых», 2-я Хуторская улица (от центра) (293);37.56798446;55.80496909;Северный административный округ;Савёловский район;"А22; А82; А319";Всероссийское общество слепых;от центра;да;ГУП «Мосгортранс»;активна;889085396;2-я Хуторская ул., д.38А;;;
294;«2-я Хуторская ул.», Петровско-Разумовский проезд (в центр) (294);37.56363184;55.80245128;Северный административный округ;Савёловский район;"А22; А82; А319";2-я Хуторская ул.;в центр;да;ГУП «Мосгортранс»;активна;889085397;Петровско-Разумовский пр., д.25, к.1;;;
295;«Писцовая ул.», Петровско-Разумовский проезд (в центр) (295);37.56828288;55.7976739;Северный административный округ;Савёловский район;"А22; А82";Писцовая ул.;в центр;да;ГУП «Мосгортранс»;активна;889085398;Петровско-Разумовский пр., д.15;;;
296;«Петровско-Разумовский пр.», Петровско-Разумовский проезд (в центр) (296);37.56856682;55.7959313;Северный административный округ;Савёловский район;А22;Петровско-Разумовский пр.;в центр;да;ГУП «Мосгортранс»;активна;889085399;Петровско-Разумовский пр., д.9;;;
299;«Петровско-Разумовский пр.», Петровско-Разумовский проезд (от центра) (299);37.56899242;55.79483867;Северный административный округ;Савёловский район;А22;Петровско-Разумовский пр.;от центра;да;ГУП «Мосгортранс»;активна;889085400;Петровско-Разумовский пр., д.10;;;
300;«Писцовая ул.», Петровско-Разумовский проезд (от центра) (300);37.56806202;55.79828331;Северный административный округ;Савёловский район;"А22; А82; А319";Писцовая ул.;от центра;да;ГУП «Мосгортранс»;активна;889085401;Петровско-Разумовский пр., д.16;;;
301;«2-я Хуторская ул.», Петровско-Разумовский проезд (от центра) (301);37.56409114;55.80233029;Северный административный округ;Савёловский район;"А22; А82; А319";2-я Хуторская ул.;от центра;да;ГУП «Мосгортранс»;активна;889085402;Петровско-Разумовский пр., д.24, к.3;;;
302;«Всероссийское общество слепых», 2-я Хуторская улица (в центр) (302);37.56935149;55.80510455;Северный административный округ;Савёловский район;"А22; А82; А319";Всероссийское общество слепых;в центр;да;ГУП «Мосгортранс»;активна;889085403;2-я Хуторская ул., д.29;;;
303;«Дмитровский пр.», Тимирязевская улица (от центра) (303);37.57049117;55.80882552;Северный административный округ;Тимирязевский район;"А22; А72; А82; А319; А466; АО27";Дмитровский пр.;от центра;да;ГУП «Мосгортранс»;активна;889085404;Тимирязевская ул., д.4;;;
304;«Б-ца им. Спасокукоцкого», улица Вучетича (от центра) (304);37.55786267;55.81167022;Северный административный округ;Тимирязевский район;"А22; А319; А466; А801";Б-ца им. Спасокукоцкого;от центра;да;ГУП «Мосгортранс»;активна;889085405;ул. Вучетича, д.22;;;
305;«Парк «Дубки», Тимирязевская улица (от центра) (305);37.56165453;55.81949598;Северный административный округ;Тимирязевский район;"А22; А72; А82; А319; А466; А801; АО27";Парк «Дубки»;от центра;нет;;активна;889085406;Тимирязевская ул., д.26;;;
306;«Красностуденческий пр.», Тимирязевская улица (от центра) (306);37.55898612;55.82271493;Северный административный округ;Тимирязевский район;"А22; А72; А801; АО27";Красностуденческий пр.;от центра;да;ГУП «Мосгортранс»;активна;889085407;Тимирязевская ул., д.38;;;
307;«Пасечная ул.», Тимирязевская улица (от центра) (307);37.5525004;55.83051264;Северный административный округ;Тимирязевский район;"А22; А72; А87; А801; АО27";Пасечная ул.;от центра;да;ГУП «Мосгортранс»;активна;889085408;Тимирязевская ул., д.44;;;
308;«Тимирязевская академия», Тимирязевская улица (от центра) (308);37.55004232;55.83375504;Северный административный округ;Тимирязевский район;"А22; А72; А87; А801; АО27";Тимирязевская академия;от центра;да;ГУП «Мосгортранс»;активна;889085409;Тимирязевская ул., д.56;;;
309;«Политехнический университет», улица Прянишникова (от центра) (309);37.54191519;55.83571746;Северный административный округ;Тимирязевский район;"А22; А72; А87; А801; АО27";Политехнический университет;от центра;да;ГУП «Мосгортранс»;активна;889085410;Большая Академическая ул., д.42;;;
310;«Б. Академическая ул.», Михалковская улица (от центра) (310);37.53760115;55.83686083;Северный административный округ;район Коптево;"А22; А72; А87; А801; АО27";Б. Академическая ул.;от центра;нет;;активна;889085411;Михалковская ул., д.1;;;
311;«Пр. Черепановых», Михалковская улица (от центра) (311);37.52668729;55.83977396;Северный административный округ;район Коптево;"А22; А72; А87; А801";Пр. Черепановых;от центра;да;ГУП «Мосгортранс»;активна;889085412;Михалковская ул., д.15;;;
313;«Ул. В. Масловка», Петровско-Разумовский проезд (от центра) (313);37.56965969;55.79220519;Северный административный округ;Савёловский район;"А22; АТ29";Ул. В. Масловка;от центра;да;ГУП «Мосгортранс»;активна;889085413;ул. Верхняя Масловка, д.2;;;
314;«Пр. Соломенной Сторожки», улица Вучетича (от центра) (314);37.56000307;55.80805865;Северный административный округ;Тимирязевский район;"А22; А319; А466; А801";Пр. Соломенной Сторожки;от центра;да;ГУП «Мосгортранс»;активна;889085414;ул. Вучетича, д.4;;;
315;«Ижорская ул.», Ижорская улица (в центр) (315);37.51005825;55.88876084;Северный административный округ;Дмитровский район;"А200; А270; А499; А559; А656; А673";Ижорская ул.;в центр;нет;;активна;889085415;Ижорская ул., д.9Б;;;
316;«Бусиново», улица Бусиновская Горка (от центра) (316);37.49607096;55.88176129;Северный административный округ;район Западное Дегунино;"А200; А270; А559; А656";Бусиново;от центра;нет;;активна;889085416;ул. Бусиновская Горка, д.3;;;
