ID;Name;Longitude_WGS84;Latitude_WGS84;AdmArea;District;RouteNumbers;StationName;Direction;Pavilion;OperatingOrgName;EntryState;global_id;PlaceDescription;Works;geodata_center;geoarea
Локальный идентификатор;Наименование;Долгота в WGS-84;Широта в WGS-84;Административный округ;Район;Маршруты;Название остановки;Направление;Наличие павильона;Балансодержатель павильона ожидания (пилона, табло, АПБ);Состояние записи;global_id;Описание места расположения объекта;Работы;geodata_center;geoarea
7;«Дербеневская наб.», 3-й Дербеневский переулок (от центра) (7);37.6551636;55.72566817;Южный административный округ;Даниловский район;"А913; АС932";Дербеневская наб.;от центра;да;ГУП «Мосгортранс»;активна;889076457;Дербеневская ул., д.1;;;
11;«Наб. Тараса Шевченко», набережная Тараса Шевченко (в центр) (11);37.57227413;55.74967848;Западный административный округ;район Дорогомилово;"А205; А622";Наб. Тараса Шевченко;в центр;нет;;активна;889076459;Кутузовский просп., д.1;;;
27;«Кардиоцентр», 3-я Черепковская улица (в центр) (27);37.37550932;55.7572642;Западный административный округ;район Кунцево;"А660; А798; А816";Кардиоцентр;в центр;да;ГУП «Мосгортранс»;активна;889076461;3-я Черепковская ул., д.15А;;;
33;«Новосущёвская ул.», улица Сущёвский Вал (в центр) (33);37.60337594;55.79289095;Северо-Восточный административный округ;район Марьина Роща;"А126; Ас484; Ат18; Ат42";Новосущёвская ул.;в центр;да;ЗАО «Валль-СНГ»;активна;889076463;ул. Сущёвский Вал, д.25;;;
35;«Керамический пр.», Дубнинская улица (в центр) (35);37.55724554;55.89460802;Северный административный округ;район Восточное Дегунино;"А167; А179; А499; А677; А677к";Керамический пр.;в центр;да;ГУП «Мосгортранс»;активна;889076464;Дубнинская ул., д.85;;"{""coordinates"":[37.55724554,55.89460802],""type"":""Point""}";
36;«Ин-т стали», Дубнинская улица (в центр) (36);37.55729147;55.89142924;Северный административный округ;район Восточное Дегунино;"А167; А179; А499; А677; А677К";Ин-т стали;в центр;да;ГУП «Мосгортранс»;активна;889076465;Дубнинская ул., д.79, к.17;;;
37;«Мкр. Дубки», Дубнинская улица (в центр) (37);37.55730686;55.88768746;Северный административный округ;район Восточное Дегунино;"А167; А179; А499; А677; А677к";Мкр. Дубки;в центр;нет;;активна;889076466;Дубнинская ул., д.77;;;
38;«ДК «Юность», Дубнинская улица (в центр) (38);37.55736439;55.88335892;Северный административный округ;район Восточное Дегунино;"А167; А179; А499; А677; А677К";ДК «Юность»;в центр;да;ГУП «Мосгортранс»;активна;889076467;Дубнинская ул., д.73А;;;
39;«Баскетбольная школа», улица 800-летия Москвы (в центр) (39);37.55636146;55.88011364;Северный административный округ;район Восточное Дегунино;"А149; А167; А179; А499; А748; А857";Баскетбольная школа;в центр;да;ГУП «Мосгортранс»;активна;889076469;ул. 800-летия Москвы, д.5, к.1;;;
40;«Ул. 800-летия Москвы», Дмитровское шоссе (в центр) (40);37.54599654;55.87767168;Северный административный округ;Бескудниковский район;"А63; А179; А563; А763; АТ36; АТ78";Ул. 800-летия Москвы;в центр;да;ГУП «Мосгортранс»;активна;889076470;Дмитровское ш., д.105, к.1;;;
41;«Бескудниково», Дмитровское шоссе (в центр) (41);37.54704248;55.87458982;Северный административный округ;Бескудниковский район;"А63; А179; А563; А763; АТ36; АТ78";Бескудниково;в центр;да;ГУП «Мосгортранс»;активна;889076471;Дмитровское ш., д.99, к.1;;;
43;«Парк Святослава Фёдорова», Дмитровское шоссе (в центр) (43);37.54848949;55.86333482;Северный административный округ;район Западное Дегунино;"А179; А194; А215; А563; А591; А763; АТ36; АТ56; АТ78";Парк Святослава Фёдорова;в центр;да;ГУП «Мосгортранс»;активна;889076473;Дмитровское ш., д.85;;;
44;«Ильменский пр.», Дмитровское шоссе (в центр) (44);37.55318989;55.86077256;Северный административный округ;район Западное Дегунино;"А179; А194; А215; А563; А591; А763; АТ36; АТ56; АТ78";Ильменский пр.;в центр;да;ГУП «Мосгортранс»;активна;889076475;Дмитровское ш., д.79;;;
45;«Метро «Верхние Лихоборы» (сев.)», Дмитровское шоссе (в центр) (45);37.55826147;55.85821217;Северный административный округ;район Западное Дегунино;"А179; А194; А215; А563; А591; А763; Ат36; Ат56; Ат78";Метро «Верхние Лихоборы» (сев.);в центр;нет;;активна;889076476;Дмитровское ш., д.75;;;
48;«Метро «Петровско-Разумовская», Локомотивный проезд (от центра) (48);37.57585651;55.83716907;Северный административный округ;Тимирязевский район;"А114; А204; А282; А300; АТ19";Метро «Петровско-Разумовская»;от центра;да;ГУП «Мосгортранс»;активна;889076479;Локомотивный пр., д.1;;;
49;«Михалковская ул.», Большая Академическая улица (в центр) (49);37.53956854;55.83714435;Северный административный округ;район Коптево;"А114; А179; А204; А282; А300; А323; А591; АТ19; АТ57";Михалковская ул.;в центр;да;ГУП «Мосгортранс»;активна;889076480;Михалковская ул., д.2;;;
50;«Стадион «Наука», Большая Академическая улица (в центр) (50);37.5328525;55.83295208;Северный административный округ;район Коптево;"А114; А179; А204; А282; А323; А591; АТ19; АТ57";Стадион «Наука»;в центр;да;ГУП «Мосгортранс»;активна;889076481;Большая Академическая ул., д.39;;;
51;«Управа р-на Коптево», улица Зои и Александра Космодемьянских (в центр) (51);37.52242762;55.82411549;Северный административный округ;район Коптево;"А179; А204; А282; А591; А780";Управа р-на Коптево;в центр;да;ГУП «Мосгортранс»;активна;889076483;ул. Зои и Александра Космодемьянских, д.31, к.1;;;
52;«Районный центр «Рассвет», улица Зои и Александра Космодемьянских (в центр) (52);37.51887274;55.82307265;Северный административный округ;район Коптево;"А179; А204; А282; А591; А780";Районный центр «Рассвет»;в центр;да;ГУП «Мосгортранс»;активна;889076484;ул. Зои и Александра Космодемьянских, д.26;;;
53;«3-й Новоподмосковный пер.», улица Зои и Александра Космодемьянских (в центр) (53);37.51071983;55.82087948;Северный административный округ;Войковский район;"А179; А204; А282; А591; А780; АО27";3-й Новоподмосковный пер.;в центр;нет;;активна;889076485;ул. Зои и Александра Космодемьянских, д.10;;;
54;«3-й Новоподмосковный пер.», улица Зои и Александра Космодемьянских (от центра) (54);37.51203859;55.8210445;Северный административный округ;Войковский район;"А179; А204; А282; А591; А780; АО27";3-й Новоподмосковный пер.;от центра;да;ГУП «Мосгортранс»;активна;889076486;ул. Зои и Александра Космодемьянских, д.14;;;
55;«Районный центр «Рассвет», улица Зои и Александра Космодемьянских (от центра) (55);37.51687828;55.82237098;Северный административный округ;Войковский район;"А179; А204; А282; А591; А780; АО27";Районный центр «Рассвет»;от центра;да;ГУП «Мосгортранс»;активна;889076487;ул. Зои и Александра Космодемьянских, д.22;;;
56;«Управа р-на Коптево», улица Зои и Александра Космодемьянских (от центра) (56);37.5231852;55.82399093;Северный административный округ;район Коптево;"А179; А204; А282; А591; А780";Управа р-на Коптево;от центра;нет;;активна;889076488;ул. Зои и Александра Космодемьянских, д.34;;;
57;«Стадион «Наука», Большая Академическая улица (от центра) (57);37.53338601;55.83304516;Северный административный округ;район Коптево;"А114; А179; А204; А282; А323; А591; АТ19; АТ57";Стадион «Наука»;от центра;да;ГУП «Мосгортранс»;активна;889076489;Большая Академическая ул., д.39, к.3;;;
61;«7-й автобусный парк», Дмитровское шоссе (от центра) (61);37.56524413;55.85199725;Северный административный округ;Бескудниковский район;"А82; А114; А154; А179; А194; А215; А447; А466; А591; А677; А677К; АМ40; АТ36; АТ56; АТ78";7-й автобусный парк;от центра;да;ГУП «Мосгортранс»;активна;889076490;Дмитровское ш., д.60;;;
62;«Метро «Верхние Лихоборы» (сев.)», Дмитровское шоссе (от центра) (62);37.55947707;55.8580184;Северный административный округ;Бескудниковский район;"А179; А194; А215; А447; А563; А591; А763; АТ36; АТ56; АТ78";Метро «Верхние Лихоборы» (сев.);от центра;да;ГУП «Мосгортранс»;активна;889076491;Дмитровское ш., д.66;;;
63;«Ильменский пр.», Дмитровское шоссе (от центра) (63);37.5540423;55.86090628;Северный административный округ;Бескудниковский район;"А179; А194; А215; А447; А563; А591; А763; АТ36; АТ56; АТ78";Ильменский пр.;от центра;да;ГУП «Мосгортранс»;активна;889076492;Дмитровское ш., д.76, к.1;;;
64;«Парк Святослава Фёдорова», Дмитровское шоссе (от центра) (64);37.54918648;55.86376719;Северный административный округ;Бескудниковский район;"А179; А563; А763; Ат36; Ат78";Парк Святослава Фёдорова;от центра;нет;;активна;889076493;Дмитровское ш., д.89Б;;;
65;«Селигерская ул.», Дмитровское шоссе (от центра) (65);37.54748211;55.86854848;Северный административный округ;Бескудниковский район;"А63; А179; А206; А563; А763; АТ36; АТ78";Селигерская ул.;от центра;да;ГУП «Мосгортранс»;активна;889076494;Селигерская ул., д.28;;;
66;«Бескудниково», Дмитровское шоссе (от центра) (66);37.54811496;55.87427208;Северный административный округ;Бескудниковский район;"А63; А179; А563; А763; Ат36; Ат78";Бескудниково;от центра;нет;;активна;889076495;Бескудниковский бульв., д.40, к.1;;;
67;«Баскетбольная школа», Дубнинская улица (от центра) (67);37.55775278;55.88068293;Северный административный округ;район Восточное Дегунино;"А167; А179; А499; А677; А677К";Баскетбольная школа;от центра;да;ГУП «Мосгортранс»;активна;889076496;Дубнинская ул., д.30, к.1;;;
68;«ДК «Юность», Дубнинская улица (от центра) (68);37.55770841;55.88432753;Северный административный округ;район Восточное Дегунино;"А167; А179; А499; А677; А677К";ДК «Юность»;от центра;да;ГУП «Мосгортранс»;активна;889076497;Дубнинская ул., д.75;;;
69;«Мкр. Дубки», Дубнинская улица (от центра) (69);37.55767396;55.88815141;Северный административный округ;район Восточное Дегунино;"А167; А179; А499; А677; А677К";Мкр. Дубки;от центра;да;ГУП «Мосгортранс»;активна;889076498;Дубнинская ул., д.38, к.1;;;
70;«Ин-т стали», Дубнинская улица (от центра) (70);37.55762874;55.89221605;Северный административный округ;район Восточное Дегунино;"А167; А179; А499; А677; А677К";Ин-т стали;от центра;да;ГУП «Мосгортранс»;активна;889076499;Дубнинская ул., д.46;;;
71;«Керамический пр.», Дубнинская улица (от центра) (71);37.55756779;55.89352809;Северный административный округ;район Восточное Дегунино;"А167; А179; А499; А677; А677К";Керамический пр.;от центра;да;ГУП «Мосгортранс»;активна;889076500;Дубнинская ул., д.50;;;
72;«МЦД Лианозово», Дубнинская улица (от центра) (72);37.55445131;55.89652393;Северный административный округ;район Восточное Дегунино;"А167; А179; А499; А677; А677К";МЦД Лианозово;от центра;нет;;активна;889076501;Дубнинская ул., д.52;;;
73;«Платф. Грачёвская», Путейская улица (в центр) (73);37.51160056;55.86956661;Северный административный округ;район Западное Дегунино;"А154; А191; А215; А215К; А270; А571; А591; А665; А673; А748; А928";Платф. Грачёвская;в центр;да;ГУП «Мосгортранс»;активна;889076502;Талдомская ул., д.1;;;
74;«Весенняя ул.», Ангарская улица (от центра) (74);37.51459808;55.87376954;Северный административный округ;район Западное Дегунино;"А270; А591; А665; А928";Весенняя ул.;от центра;да;ГУП «Мосгортранс»;активна;889076503;Ангарская ул., д.16;;;
75;«Мкр. Западное Дегунино», Ангарская улица (от центра) (75);37.5174212;55.87606574;Северный административный округ;район Западное Дегунино;"А270; А591; А665; А928";Мкр. Западное Дегунино;от центра;нет;;активна;889076504;Ангарская ул., д.22, к.1;;;
76;«Ангарская ул.», Коровинское шоссе (от центра) (76);37.52218296;55.87921929;Северный административный округ;Дмитровский район;"А114; А191; А270; А499; А656; А665; АТ56";Ангарская ул.;от центра;да;ГУП «Мосгортранс»;активна;889076505;Коровинское ш., д.27;;;
77;«Колледж № 7», Клязьминская улица (от центра) (77);37.52067236;55.88456731;Северный административный округ;Дмитровский район;"А194; А200; А571; А665";Колледж № 7;от центра;да;ГУП «Мосгортранс»;активна;889076506;Клязьминская ул., д.6, к.1;;;
78;«Ин-т микрохирургии глаза», Коровинское шоссе (в центр) (78);37.53738746;55.86877206;Северный административный округ;район Западное Дегунино;"А191; А194; А215К; А591; А656; А672; АТ56";Ин-т микрохирургии глаза;в центр;да;ГУП «Мосгортранс»;активна;889076507;Коровинское ш., д.6;;;
81;«Педагогический колледж», Большая Академическая улица (в центр) (81);37.55258978;55.84190084;Северный административный округ;район Коптево;"А87; А114; А123; А179; А204; А282; А591; АТ19; АТ57";Педагогический колледж;в центр;да;ГУП «Мосгортранс»;активна;889076510;Большая Академическая ул., д.73, к.1;;;
82;«Университет природообустройства», Большая Академическая улица (в центр) (82);37.54470218;55.83894722;Северный административный округ;район Коптево;"А114; А179; А204; А282; А323; А591; Ат19; Ат57";Университет природообустройства;в центр;нет;;активна;889076511;Большая Академическая ул., д.59;;"{""coordinates"":[37.54470218,55.83894722],""type"":""Point""}";
83;«Роддом № 27», Большая Академическая улица (в центр) (83);37.53038275;55.8289194;Северный административный округ;район Коптево;"А179; А204; А282; А300; А323; А591; АТ19; АТ57";Роддом № 27;в центр;да;ГУП «Мосгортранс»;активна;889076512;Большая Академическая ул., д.29;;;
84;«Роддом № 27», Большая Академическая улица (от центра) (84);37.53085818;55.82911305;Северный административный округ;район Коптево;"А179; А204; А282; А300; А323; А591; АТ19; АТ57";Роддом № 27;от центра;да;ГУП «Мосгортранс»;активна;889076513;Большая Академическая ул., д.31, к.1;;;
85;«Университет природообустройства», Большая Академическая улица (от центра) (85);37.54499163;55.83864991;Северный административный округ;Тимирязевский район;"А114; А179; А204; А282; А591; Ат19; Ат57";Университет природообустройства;от центра;да;ГУП «Мосгортранс»;активна;889076514;Большая Академическая ул., д.59;;"{""coordinates"":[37.54499163,55.83864991],""type"":""Point""}";
86;«Педагогический колледж», Большая Академическая улица (от центра) (86);37.5546848;55.84225467;Северный административный округ;Тимирязевский район;"А87; А114; А123; А179; А204; А282; А591; АТ19; АТ57";Педагогический колледж;от центра;да;ГУП «Мосгортранс»;активна;889076515;Большая Академическая ул., д.77, к.1;;;
87;«Метро «Петровско-Разумовская», улица Линии Октябрьской Железной Дороги (от центра) (87);37.5755751;55.83730911;Северный административный округ;Тимирязевский район;"А194; А215";Метро «Петровско-Разумовская»;от центра;нет;;активна;889076516;Локомотивный пр., д.1;;;
91;«Метро «Селигерская», Коровинское шоссе (от центра) (91);37.54477895;55.86556347;Северный административный округ;Бескудниковский район;"А191; А194; А215К; А591; А656; А672; АТ56";Метро «Селигерская»;от центра;да;ГУП «Мосгортранс»;активна;889076517;Коровинское ш., д.2А;;;
92;«Селигерская ул.», Коровинское шоссе (от центра) (92);37.54054356;55.86754868;Северный административный округ;Бескудниковский район;"А191; А194; А215К; А591; А656; А672; АТ56";Селигерская ул.;от центра;да;ГУП «Мосгортранс»;активна;889076518;Коровинское ш., д.4, к.1;;;
93;«Ин-т микрохирургии глаза», Коровинское шоссе (от центра) (93);37.53539092;55.86998419;Северный административный округ;Бескудниковский район;"А191; А194; А215К; А591; А656; А672; АТ56";Ин-т микрохирургии глаза;от центра;да;ГУП «Мосгортранс»;активна;889076519;Коровинское ш., д.11, к.3;;;
94;«Колледж № 7», Клязьминская улица (в центр) (94);37.51853547;55.88351247;Северный административный округ;Дмитровский район;"А194; А571; А665";Колледж № 7;в центр;да;ГУП «Мосгортранс»;активна;889076520;Коровинское ш., д.26;;;
95;«Ангарская ул.», Ангарская улица (в центр) (95);37.5202723;55.87759056;Северный административный округ;район Западное Дегунино;"А270; А591; А665; А928";Ангарская ул.;в центр;да;ГУП «Мосгортранс»;активна;889076521;Ангарская ул., д.29;;;
96;«Мкр. Западное Дегунино», Ангарская улица (в центр) (96);37.51697285;55.87600214;Северный административный округ;район Западное Дегунино;"А270; А591; А665; А928";Мкр. Западное Дегунино;в центр;да;ГУП «Мосгортранс»;активна;889076522;Ангарская ул., д.17;;;
97;«Весенняя ул.», Ангарская улица (в центр) (97);37.51498184;55.87432548;Северный административный округ;район Западное Дегунино;"А270; А591; А665; А928";Весенняя ул.;в центр;да;ГУП «Мосгортранс»;активна;889076523;Ангарская ул., д.13;;;
98;«Платф. Грачёвская», Путейская улица (в центр) (98);37.51078637;55.86998315;Северный административный округ;район Западное Дегунино;"А154; А191; А215; А215к; А270; А571; А591; А665; А673; А748; А928";Платф. Грачёвская;в центр;нет;;активна;889076524;Ангарская ул., д.2, к.1;;;
99;«Онкологический диспансер», Старопетровский проезд (от центра) (99);37.50259018;55.82324046;Северный административный округ;Войковский район;"А90; А114; А621";Онкологический диспансер;от центра;да;ГУП «Мосгортранс»;активна;889076525;Старопетровский пр., д.6;;;
100;«Старопетровский пр.», Старопетровский проезд (от центра) (100);37.50872434;55.82466889;Северный административный округ;Войковский район;"А90; А114; А621";Старопетровский пр.;от центра;да;ГУП «Мосгортранс»;активна;889076526;Старопетровский пр., д.12, к.1;;;
101;«Ф-ка игрушек», улица Клары Цеткин (от центра) (101);37.51170757;55.82979654;Северный административный округ;район Коптево;А90;Ф-ка игрушек;от центра;да;ГУП «Мосгортранс»;активна;889076527;ул. Клары Цеткин, д.33, к.35;;;
103;«Диспансер», Михалковская улица (в центр) (103);37.50611432;55.83722166;Северный административный округ;район Коптево;"А90; А123; А565";Диспансер;в центр;да;ГУП «Мосгортранс»;активна;889076528;Михалковская ул., д.65, к.1, стр. 1;;;
104;«Колледж железнодорожного и городского транспорта», Михалковская улица (в центр) (104);37.51312248;55.83772474;Северный административный округ;район Коптево;"А90; А123; А565";Колледж железнодорожного и городского транспорта;в центр;да;ГУП «Мосгортранс»;активна;889076529;Михалковская ул., д.48;;;
105;«Ф-ка им. Петра Алексеева», Михалковская улица (в центр) (105);37.51644356;55.8395005;Северный административный округ;район Коптево;"А90; А123; А565";Ф-ка им. Петра Алексеева;в центр;да;ГУП «Мосгортранс»;активна;889076530;Михалковская ул., д.59;;;
106;«МЦК Коптево», Михалковская улица (в центр) (106);37.51935117;55.84121915;Северный административный округ;район Коптево;"А90; А123; А565";МЦК Коптево;в центр;да;ГУП «Мосгортранс»;активна;889076531;Михалковская ул., д.59;;;
107;«Онежская ул. - Колледж», Онежская улица (от центра) (107);37.52181196;55.84540799;Северный административный округ;Головинский район;"А22; А72; А90; А123; А139; А565; А621; А801";Онежская ул. - Колледж;от центра;да;ГУП «Мосгортранс»;активна;889076532;Онежская ул., д.8;;;
108;«3-й Лихачёвский пер.», Онежская улица (от центра) (108);37.52077371;55.84940542;Северный административный округ;Головинский район;"А72; А90; А139; А565; А621; А801";3-й Лихачёвский пер.;от центра;да;ГУП «Мосгортранс»;активна;889076533;Онежская ул., д.12;;;
109;«Онежская ул., 19», Онежская улица (от центра) (109);37.5192826;55.85217697;Северный административный округ;Головинский район;"А72; А90; А139; А565; А621; А801";Онежская ул., 19;от центра;да;ГУП «Мосгортранс»;активна;889076534;Онежская ул., д.20;;;
110;«Солнечногорская ул.», Онежская улица (от центра) (110);37.51306166;55.85651928;Северный административный округ;Головинский район;"А65; А65К; А90; А565; А621; А801";Солнечногорская ул.;от центра;да;ГУП «Мосгортранс»;активна;889076535;Онежская ул., д.28;;;
111;«Флотская ул.», Онежская улица (от центра) (111);37.50880466;55.85959686;Северный административный округ;Головинский район;"А65; А65К; А90; А500; А565; А801";Флотская ул.;от центра;да;ГУП «Мосгортранс»;активна;889076536;Онежская ул., д.38, к.1;;;
112;«Фестивальная ул.», Петрозаводская улица (от центра) (112);37.50413371;55.86302215;Северный административный округ;район Ховрино;"А90; А233; А594; А801";Фестивальная ул.;от центра;да;ГУП «Мосгортранс»;активна;889076537;Петрозаводская ул., д.1;;;
113;«Петрозаводская ул., 3», Петрозаводская улица (от центра) (113);37.50026617;55.86474198;Северный административный округ;район Ховрино;"А90; А233; А594; А801";Петрозаводская ул., 3;от центра;да;ГУП «Мосгортранс»;активна;889076538;Петрозаводская ул., д.3, к.2;;;
114;«Аптека», Петрозаводская улица (от центра) (114);37.49690351;55.86590354;Северный административный округ;район Ховрино;"А90; А233; А594; А801";Аптека;от центра;да;ГУП «Мосгортранс»;активна;889076539;Петрозаводская ул., д.22;;;
115;«Петрозаводская ул.», Петрозаводская улица (от центра) (115);37.49047802;55.86710975;Северный административный округ;район Ховрино;"А90; А500; А594; А801; АТ58";Петрозаводская ул.;от центра;да;ГУП «Мосгортранс»;активна;889076540;Петрозаводская ул., д.30;;;
116;«15-й таксомоторный парк», Беломорская улица (в центр) (116);37.48359044;55.86701267;Северный административный округ;район Ховрино;"А90; А500; АТ58";15-й таксомоторный парк;в центр;да;ГУП «Мосгортранс»;активна;889076541;ул. Дыбенко, д.1Б;;;
117;«Метро «Беломорская», Смольная улица (в центр) (117);37.47707357;55.86531154;Северный административный округ;район Левобережный;"А90; А173; А199; А270; А338; А400; А481; А851; Ан1; Ат58";Метро «Беломорская»;в центр;нет;;активна;889076542;Беломорская ул., д.26;;;
118;«Смольная ул., 45», Смольная улица (в центр) (118);37.47967752;55.86286328;Северный административный округ;район Левобережный;"А90; А173; А199; А270; А338; А481; А851; АН1; АТ58";Смольная ул., 45;в центр;да;ГУП «Мосгортранс»;активна;889076543;Смольная ул., д.43;;;
119;«Школа им. Марш. Говорова», Смольная улица (в центр) (119);37.48169028;55.86114044;Северный административный округ;район Левобережный;"А90; А173; А199; А270; А338; А481; А851; АН1; АТ58";Школа им. Марш. Говорова;в центр;да;ГУП «Мосгортранс»;активна;889076544;Смольная ул., д.35;;;
120;«Смольная ул.», Фестивальная улица (в центр) (120);37.48466984;55.8581037;Северный административный округ;район Левобережный;"А90; А173; А188; А199; А233; А270; А284; А338; А451; А481; А673; А745; А801; А851; А857; АН1; АТ58";Смольная ул.;в центр;да;ГУП «Мосгортранс»;активна;889076545;Смольная ул., д.29;;;
121;«Ул. Линии Октябрьской Ж.д., 10», улица Линии Октябрьской Железной Дороги (в центр) (121);37.56315646;55.84366117;Северный административный округ;Тимирязевский район;"А114; А123; А204; А282; Ат19";Ул. Линии Октябрьской Ж.д., 10;в центр;нет;;активна;889076546;ул. Линии Октябрьской Железной Дороги, д.10;;;
122;«Учебный центр», Клязьминская улица (от центра) (122);37.52245028;55.88566944;Северный административный округ;Дмитровский район;"А194; А200; А571; А665";Учебный центр;от центра;да;ГУП «Мосгортранс»;активна;889076547;Клязьминская ул., д.10, к.1;;;
123;«Клязьминская ул.», Ангарская улица (в центр) (123);37.5257866;55.88619486;Северный административный округ;Дмитровский район;"А194; А672";Клязьминская ул.;в центр;да;ГУП «Мосгортранс»;активна;889076548;Ангарская ул., д.67, к.1;;;
124;«Храм Матроны Московской», Ангарская улица (в центр) (124);37.52949825;55.88299191;Северный административный округ;Дмитровский район;"А194; А672; А928";Храм Матроны Московской;в центр;нет;;активна;889076549;Ангарская ул., д.55;;;
125;«Ангарская ул., 49», Ангарская улица (в центр) (125);37.5289602;55.88104652;Северный административный округ;Дмитровский район;"А194; А672; А928";Ангарская ул., 49;в центр;да;ГУП «Мосгортранс»;активна;889076550;Ангарская ул., д.51;;;
126;«Ангарская ул.», Коровинское шоссе (в центр) (126);37.52317839;55.87781596;Северный административный округ;район Западное Дегунино;"А114; А191; А194; А499; А591; А656; А672; АТ56";Ангарская ул.;в центр;да;ГУП «Мосгортранс»;активна;889076551;Коровинское ш., д.25;;;
127;«Протезный з-д», Коровинское шоссе (от центра) (127);37.52851198;55.87373993;Северный административный округ;Дмитровский район;"А92; А191; А194; А215; А215К; А591; А656; А672; АТ56";Протезный з-д;от центра;да;ГУП «Мосгортранс»;активна;889076552;Коровинское ш., д.14, к.1;;;
128;«Талдомская ул.», Коровинское шоссе (от центра) (128);37.5259288;55.87563883;Северный административный округ;Дмитровский район;"А114; А191; А194; А499; А591; А656; А672; АТ56";Талдомская ул.;от центра;да;ГУП «Мосгортранс»;активна;889076553;Коровинское ш., д.16Г;;;
129;«Ангарская ул.», Ангарская улица (от центра) (129);37.52488287;55.87892817;Северный административный округ;Дмитровский район;"А194; А672; А928";Ангарская ул.;от центра;да;ГУП «Мосгортранс»;активна;889076554;Ангарская ул., д.39;;;
130;«Ангарская ул., 49», Ангарская улица (от центра) (130);37.52936392;55.88135692;Северный административный округ;Дмитровский район;"А194; А672; А928";Ангарская ул., 49;от центра;да;ГУП «Мосгортранс»;активна;889076555;Ангарская ул., д.51;;;
131;«Храм Матроны Московской», Ангарская улица (от центра) (131);37.53007852;55.88382937;Северный административный округ;Дмитровский район;"А194; А672; А928";Храм Матроны Московской;от центра;да;ГУП «Мосгортранс»;активна;889076556;Ангарская ул., д.59;;;
132;«Клязьминская ул.», Ангарская улица (от центра) (132);37.52535911;55.88657586;Северный административный округ;Дмитровский район;"А194; А672";Клязьминская ул.;от центра;да;ГУП «Мосгортранс»;активна;889076557;Ангарская ул., д.67, к.1;;;
133;«Учебный центр», Клязьминская улица (в центр) (133);37.52142869;55.88537864;Северный административный округ;Дмитровский район;"А194; А200; А571; А665";Учебный центр;в центр;да;ГУП «Мосгортранс»;активна;889076558;Клязьминская ул., д.3;;"{""coordinates"":[37.52142869,55.88537864],""type"":""Point""}";
134;«Школа им. Марш. Говорова», Смольная улица (от центра) (134);37.48215583;55.86106097;Северный административный округ;район Ховрино;"А90; А270; А338";Школа им. Марш. Говорова;от центра;да;ГУП «Мосгортранс»;активна;889076559;Смольная ул., д.24Г;;;
135;«Смольная ул., 45», Смольная улица (от центра) (135);37.48021163;55.86265788;Северный административный округ;район Ховрино;"А90; А270; А338";Смольная ул., 45;от центра;да;ГУП «Мосгортранс»;активна;889076560;Смольная ул., д.28;;;
136;«15-й таксомоторный парк», Петрозаводская улица (в центр) (136);37.48607811;55.86682693;Северный административный округ;район Ховрино;"А90; А500; А594; А801; Ат58";15-й таксомоторный парк;в центр;нет;;активна;889076561;ул. Дыбенко, д.2;;;
137;«Петрозаводская ул.», Петрозаводская улица (в центр) (137);37.49280228;55.86659387;Северный административный округ;район Ховрино;"А90; А233; А594; А801";Петрозаводская ул.;в центр;да;ГУП «Мосгортранс»;активна;889085252;Петрозаводская ул., д.13, к.1;;;
138;«Аптека», Петрозаводская улица (в центр) (138);37.49827389;55.86519568;Северный административный округ;район Ховрино;"А90; А233; А594; А801";Аптека;в центр;да;ГУП «Мосгортранс»;активна;889085253;Петрозаводская ул., д.7;;;
139;«Петрозаводская ул., 3», Петрозаводская улица (в центр) (139);37.50217988;55.86378554;Северный административный округ;район Ховрино;"А90; А233; А594; А801";Петрозаводская ул., 3;в центр;да;ГУП «Мосгортранс»;активна;889085254;Петрозаводская ул., д.1;;;
140;«Фестивальная ул.», Онежская улица (в центр) (140);37.50594619;55.86137424;Северный административный округ;район Ховрино;"А90; А500; А801";Фестивальная ул.;в центр;да;ГУП «Мосгортранс»;активна;889085255;Онежская ул., д.57;;;
141;«Флотская ул.», Онежская улица (в центр) (141);37.50941753;55.85883776;Северный административный округ;район Ховрино;"А90; А500; А801";Флотская ул.;в центр;да;ГУП «Мосгортранс»;активна;889085256;Онежская ул., д.49;;;
142;«Солнечногорская ул.», Онежская улица (в центр) (142);37.51406707;55.85536084;Северный административный округ;Головинский район;"А65; А65К; А90; А565; А621; А801";Солнечногорская ул.;в центр;да;ГУП «Мосгортранс»;активна;889085257;Онежская ул., д.33;;;
143;«Онежская ул., 19», Онежская улица (в центр) (143);37.51918742;55.85154723;Северный административный округ;Головинский район;"А72; А90; А139; А565; А621; А801";Онежская ул., 19;в центр;да;ГУП «Мосгортранс»;активна;889085258;Онежская ул., д.17;;;
144;«Онежская ул. - Колледж», Онежская улица (в центр) (144);37.52157813;55.84409988;Северный административный округ;Головинский район;"А22; А72; А90; А123; А565; А621; А801";Онежская ул. - Колледж;в центр;да;ГУП «Мосгортранс»;активна;889085259;Онежская ул., д.1;;;
145;«МЦК Коптево», Михалковская улица (от центра) (145);37.51813253;55.84121009;Северный административный округ;Головинский район;"А90; А123; А565";МЦК Коптево;от центра;да;ГУП «Мосгортранс»;активна;889085260;Михалковская ул., д.38;;;
