ID;Name;OnTerritoryOfMoscow;AdmArea;District;Longitude_WGS84;Latitude_WGS84;VestibuleType;NameOfStation;Line;CulturalHeritageSiteStatus;ModeOnEvenDays;ModeOnOddDays;FullFeaturedBPAAmount;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators;ObjectStatus;global_id;geodata_center;geoarea
Локальный идентификатор;Наименование;На территории Москвы;Административный округ;Район;Долгота в WGS-84;Широта в WGS-84;Тип вестибюля;Станция метрополитена;Линия;Статус объекта культурного наследия;Режим работы по чётным дням;Режим работы по нечётным дням;Количество полнофункциональных БПА (все типы билетов);Количество малофункциональных БПА (билеты на 1 и 2 поездки);Общее количество БПА;Ремонт эскалаторов;Статус объекта;global_id;geodata_center;geoarea
645;Фрунзенская, вход-выход 1 в вестибюль;да;Центральный административный округ;район Хамовники;37.5805775;55.7274309;наземный, встроенный в здание;Фрунзенская;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:20, по 2 пути в 05:50:25; последний поезд по 1 пути в 01:30:50, по 2 пути в 01:38:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:20, по 2 пути в 05:50:25; последний поезд по 1 пути в 01:30:50, по 2 пути в 01:38:10";;3;3;;действует;1773899;"{""coordinates"":[37.5805775,55.7274309],""type"":""Point""}";
166;Царицыно, вход-выход 4 в северный вестибюль;да;Южный административный округ;район Царицыно;37.6682219;55.6222568;подземный;Царицыно;Замоскворецкая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";5;;5;;действует;1773900;"{""coordinates"":[37.6682219,55.6222568],""type"":""Point""}";
168;Царицыно, вход-выход 5 в северный вестибюль;да;Южный административный округ;район Царицыно;37.668722;55.622630;подземный;Царицыно;Замоскворецкая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";5;;5;;действует;1773901;"{""coordinates"":[37.668722,55.62263],""type"":""Point""}";
167;Царицыно, вход-выход 6 в северный вестибюль;да;Южный административный округ;район Царицыно;37.668925;55.6224821;подземный;Царицыно;Замоскворецкая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";5;;5;;действует;1773902;"{""coordinates"":[37.668925,55.6224821],""type"":""Point""}";
171;Царицыно, вход-выход 1 в южный вестибюль;да;Южный административный округ;район Царицыно;37.6698636;55.6204932;подземный;Царицыно;Замоскворецкая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";11;;11;;действует;1773903;"{""coordinates"":[37.6698636,55.6204932],""type"":""Point""}";
170;Царицыно, вход-выход 2 в южный вестибюль;да;Южный административный округ;район Царицыно;37.6704;55.620199;подземный;Царицыно;Замоскворецкая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:48:15, по 2 пути в 05:58:55; последний поезд по 1 пути в 01:16:05, по 2 пути в 01:53:35";11;;11;;действует;1773904;"{""coordinates"":[37.6704,55.620199],""type"":""Point""}";
254;Тёплый стан, вход-выход 6 в северный вестибюль;да;Юго-Западный административный округ;район Ясенево;37.5060675;55.6195654;подземный;Тёплый стан;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10";2;3;5;;действует;1773905;"{""coordinates"":[37.5060675,55.6195654],""type"":""Point""}";
248;Тёплый стан, вход-выход 1 в южный вестибюль;да;Юго-Западный административный округ;район Ясенево;37.508677;55.617601;подземный;Тёплый стан;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10";3;10;13;;действует;1773906;"{""coordinates"":[37.508677,55.617601],""type"":""Point""}";
589;Тимирязевская, вход-выход 3 в вестибюль;да;Северный административный округ;Тимирязевский район;37.574511;55.818659;подземный;Тимирязевская;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:40, по 2 пути в 05:34:45; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:55, по 2 пути в 05:34:45; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:00";1;8;9;;действует;1773907;"{""coordinates"":[37.574511,55.818659],""type"":""Point""}";
586;Тимирязевская, вход-выход 1 в вестибюль;да;Северный административный округ;Тимирязевский район;37.575101;55.818747;подземный;Тимирязевская;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:40, по 2 пути в 05:34:45; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:55, по 2 пути в 05:34:45; последний поезд по 1 пути в 01:46:20, по 2 пути в 01:17:00";1;8;9;"RepairOfEscalators:21.02.2022-10.06.2022

";действует;1773908;"{""coordinates"":[37.575101,55.818747],""type"":""Point""}";
489;Тимирязевская, вход-выход 6 в вестибюль;да;Северо-Восточный административный округ;Бутырский район;37.5780576;55.8188162;наземный отдельностоящий;Тимирязевская;Московская монорельсовая транспортная система;не является объектом культурного наследия;"открытие в 07:00:00; закрытие в 23:00:00; первый поезд по 1 пути в 07:16:30, по 2 пути в 07:00:00; последний поезд по 1 пути в 23:21:30, по 2 пути в 23:05:00";"открытие в 07:00:00; закрытие в 23:00:00; первый поезд по 1 пути в 07:16:30, по 2 пути в 07:00:00; последний поезд по 1 пути в 23:21:30, по 2 пути в 23:05:00";;2;2;;действует;1773909;"{""coordinates"":[37.5780576,55.8188162],""type"":""Point""}";
316;Третьяковская, вход-выход 2 в вестибюль;да;Центральный административный округ;район Замоскворечье;37.625617;55.740683;подземный;Третьяковская;Калининская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:52:20; последний поезд по 1 пути в 01:32:35, по 2 пути в 01:31:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:40, по 2 пути в 05:53:05; последний поезд по 1 пути в 01:32:35, по 2 пути в 01:31:00";;5;5;;действует;1773910;"{""coordinates"":[37.625617,55.740683],""type"":""Point""}";
480;Трубная, вход-выход 2 в вестибюль;да;Центральный административный округ;Мещанский район;37.6218566;55.7678427;подземный;Трубная;Люблинско-Дмитровская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:50, по 2 пути в 05:42:05; последний поезд по 1 пути в 01:47:50, по 2 пути в 01:21:25";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:50, по 2 пути в 05:42:05; последний поезд по 1 пути в 01:47:50, по 2 пути в 01:21:25";4;;4;;действует;1773911;"{""coordinates"":[37.6218566,55.7678427],""type"":""Point""}";
561;Тульская, вход-выход 1 в южный вестибюль;да;Южный административный округ;Даниловский район;37.622461;55.70783;подземный;Тульская;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:30, по 2 пути в 05:55:55; последний поезд по 1 пути в 01:26:30, по 2 пути в 01:37:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:30, по 2 пути в 05:55:55; последний поезд по 1 пути в 01:26:30, по 2 пути в 01:37:30";;2;2;;действует;1773912;"{""coordinates"":[37.622461,55.70783],""type"":""Point""}";
562;Тульская, вход-выход 2 в северный вестибюль;да;Южный административный округ;Даниловский район;37.62259;55.709564;подземный;Тульская;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:30, по 2 пути в 05:55:55; последний поезд по 1 пути в 01:26:30, по 2 пути в 01:37:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:30, по 2 пути в 05:55:55; последний поезд по 1 пути в 01:26:30, по 2 пути в 01:37:30";4;1;5;;действует;1773913;"{""coordinates"":[37.62259,55.709564],""type"":""Point""}";
772;Пролетарская, вход-выход 3 во 2-й вестибюль;да;Центральный административный округ;Таганский район;37.668333;55.732291;подземный;Пролетарская;Таганско-Краснопресненская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:50, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:50, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";1;2;3;;действует;1773914;"{""coordinates"":[37.668333,55.732291],""type"":""Point""}";
628;Проспект Вернадского, вход-выход 1 в южный вестибюль;да;Западный административный округ;район Проспект Вернадского;37.5045266;55.6765476;подземный;Проспект Вернадского;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:50:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:10, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";0;6;6;;действует;1773915;"{""coordinates"":[37.5045266,55.6765476],""type"":""Point""}";
629;Проспект Вернадского, вход-выход 2 в южный вестибюль;да;Западный административный округ;район Проспект Вернадского;37.5047335;55.6766633;подземный;Проспект Вернадского;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:50:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:10, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";0;6;6;;действует;1773916;"{""coordinates"":[37.5047335,55.6766633],""type"":""Point""}";
627;Проспект Вернадского, вход-выход 4 в южный вестибюль;да;Западный административный округ;район Проспект Вернадского;37.5052562;55.6763594;подземный;Проспект Вернадского;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:40, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:42:20, по 2 пути в 01:45:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:10, по 2 пути в 05:52:25; последний поезд по 1 пути в 01:42:20, по 2 пути в 01:14:45";;7;7;;действует;1773917;"{""coordinates"":[37.5052562,55.6763594],""type"":""Point""}";
626;Проспект Вернадского, вход-выход 3 в южный вестибюль;да;Западный административный округ;район Проспект Вернадского;37.5050632;55.676238;подземный;Проспект Вернадского;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:40, по 2 пути в 05:49:05; последний поезд по 1 пути в 01:42:20, по 2 пути в 01:14:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:10, по 2 пути в 05:52:25; последний поезд по 1 пути в 01:42:20, по 2 пути в 01:14:45";;7;7;;действует;1773918;"{""coordinates"":[37.5050632,55.676238],""type"":""Point""}";
624;Проспект Вернадского, вход-выход 6 в южный вестибюль;да;Западный административный округ;район Проспект Вернадского;37.5052832;55.6759002;подземный;Проспект Вернадского;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:50:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:10, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";0;6;6;;действует;1773919;"{""coordinates"":[37.5052832,55.6759002],""type"":""Point""}";
625;Проспект Вернадского, вход-выход 5 в южный вестибюль;да;Западный административный округ;район Проспект Вернадского;37.5057448;55.6761702;подземный;Проспект Вернадского;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:01:15, по 2 пути в 05:50:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:10, по 2 пути в 05:44:35; последний поезд по 1 пути в 01:41:25, по 2 пути в 01:27:50";0;6;6;;действует;1773920;"{""coordinates"":[37.5057448,55.6761702],""type"":""Point""}";
773;Пролетарская, вход-выход 2 во 2-й вестибюль;да;Центральный административный округ;Таганский район;37.6680428;55.732445;подземный;Пролетарская;Таганско-Краснопресненская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:50, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:50, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";1;2;3;;действует;1773921;"{""coordinates"":[37.6680428,55.732445],""type"":""Point""}";
771;Пролетарская, вход-выход 1 во 2-й вестибюль;да;Центральный административный округ;Таганский район;37.6677589;55.7319672;подземный;Пролетарская;Таганско-Краснопресненская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:50, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:50, по 2 пути в 05:48:10; последний поезд по 1 пути в 01:37:45, по 2 пути в 01:28:40";1;2;3;;действует;1773922;"{""coordinates"":[37.6677589,55.7319672],""type"":""Point""}";
731;Лермонтовский проспект, вход-выход 1 во 2-й вестибюль;да;Юго-Восточный административный округ;район Выхино-Жулебино;37.853893;55.7007835;подземный;Лермонтовский проспект;Таганско-Краснопресненская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:43:40; последний поезд по 1 пути в 01:57:00, по 2 пути в 01:08:46";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:43:40; последний поезд по 1 пути в 01:57:00, по 2 пути в 01:08:46";3;1;4;;действует;1773923;"{""coordinates"":[37.853893,55.7007835],""type"":""Point""}";
566;Боровицкая, вход-выход 6 в вестибюль;да;Центральный административный округ;район Арбат;37.6091093;55.7505094;наземный, встроенный в здание;Боровицкая;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:25, по 2 пути в 05:48:40; последний поезд по 1 пути в 01:34:05, по 2 пути в 01:30:15";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:25, по 2 пути в 05:48:40; последний поезд по 1 пути в 01:34:05, по 2 пути в 01:30:15";1;1;2;"RepairOfEscalators:30.06.2022-16.08.2022

";действует;1773924;"{""coordinates"":[37.6091093,55.7505094],""type"":""Point""}";
668;Охотный ряд, вход-выход 8 в северный вестибюль;да;Центральный административный округ;Тверской район;37.617566;55.758683;наземный, встроенный в здание;Охотный ряд;Сокольническая линия;выявленный объект культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:56";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:56";;4;4;;действует;1773928;"{""coordinates"":[37.617566,55.758683],""type"":""Point""}";
359;Свиблово, вход-выход 3 в южный вестибюль;да;Северо-Восточный административный округ;район Свиблово;37.6514459;55.8543991;подземный;Свиблово;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 05:30:05; последний поезд по 1 пути в 01:55:20, по 2 пути в 01:08:25";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 05:30:05; последний поезд по 1 пути в 01:55:20, по 2 пути в 01:08:25";1;2;3;;действует;1773930;"{""coordinates"":[37.6514459,55.8543991],""type"":""Point""}";
362;Свиблово, вход-выход 2 в северный вестибюль;да;Северо-Восточный административный округ;район Свиблово;37.654372;55.855739;подземный;Свиблово;Калужско-Рижская линия;не является объектом культурного наследия;"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 05:30:05; последний поезд по 1 пути в 01:55:20, по 2 пути в 01:08:25";"открытие в 05:20:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 05:30:05; последний поезд по 1 пути в 01:55:20, по 2 пути в 01:08:25";1;2;3;;действует;1773931;"{""coordinates"":[37.654372,55.855739],""type"":""Point""}";
543;Севастопольская, вход-выход 12 в вестибюль;да;Юго-Западный административный округ;район Зюзино;37.5981861;55.6516395;подземный;Севастопольская;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";3;5;8;;действует;1773932;"{""coordinates"":[37.5981861,55.6516395],""type"":""Point""}";
544;Севастопольская, вход-выход 11 в вестибюль;да;Юго-Западный административный округ;район Зюзино;37.5981808;55.651406;подземный;Севастопольская;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";3;5;8;;действует;1773933;"{""coordinates"":[37.5981808,55.651406],""type"":""Point""}";
546;Севастопольская, вход-выход 10 в вестибюль;да;Юго-Западный административный округ;район Зюзино;37.5986848;55.65096;подземный;Севастопольская;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";3;5;8;;действует;1773934;"{""coordinates"":[37.5986848,55.65096],""type"":""Point""}";
545;Севастопольская, вход-выход 9 в вестибюль;да;Юго-Западный административный округ;район Зюзино;37.5986795;55.6511966;подземный;Севастопольская;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:55, по 2 пути в 06:06:00; последний поезд по 1 пути в 01:17:00, по 2 пути в 01:47:05";3;5;8;;действует;1773935;"{""coordinates"":[37.5986795,55.6511966],""type"":""Point""}";
71;Семеновская, вход-выход 1 в вестибюль;да;Восточный административный округ;район Соколиная Гора;37.71929008;55.78315566;наземный, встроенный в здание;Семёновская;Арбатско-Покровская линия;объект культурного наследия регионального значения;"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:55:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:33:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:55:00";1;;1;;действует;1773936;"{""coordinates"":[37.71929008,55.78315566],""type"":""Point""}";
563;Серпуховская, вход-выход 3 в вестибюль;да;Центральный административный округ;район Замоскворечье;37.6248829;55.726855;подземный;Серпуховская;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:05, по 2 пути в 05:53:10; последний поезд по 1 пути в 01:29:50, по 2 пути в 01:34:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:05, по 2 пути в 05:53:10; последний поезд по 1 пути в 01:29:50, по 2 пути в 01:34:45";1;3;4;"RepairOfEscalators:13.09.2022-16.09.2022

";действует;1773937;"{""coordinates"":[37.6248829,55.726855],""type"":""Point""}";
785;Улица 1905 года, вход-выход 3 во 2-й вестибюль;да;Центральный административный округ;Пресненский район;37.560177;55.765717;подземный;Улица 1905 года;Таганско-Краснопресненская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 06:02:00; последний поезд по 1 пути в 01:24:00, по 2 пути в 01:41:20";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:30, по 2 пути в 06:02:00; последний поезд по 1 пути в 01:24:00, по 2 пути в 01:41:20";;2;2;;действует;1773938;"{""coordinates"":[37.560177,55.765717],""type"":""Point""}";
510;Улица академика Янгеля, вход-выход 2 в южный вестибюль;да;Южный административный округ;район Чертаново Южное;37.6011148;55.5942546;подземный;Улица академика Янгеля;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:10, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:07:35, по 2 пути в 01:56:15";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:10, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:07:35, по 2 пути в 01:56:15";3;1;4;;действует;1773939;"{""coordinates"":[37.6011148,55.5942546],""type"":""Point""}";
715;Бульвар Рокоссовского, вход-выход 1 в северный вестибюль;да;Восточный административный округ;район Богородское;37.7321792;55.8149979;подземный;Бульвар Рокоссовского;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";;5;5;;действует;1773940;"{""coordinates"":[37.7321792,55.8149979],""type"":""Point""}";
716;Бульвар Рокоссовского, вход-выход 2 в северный вестибюль;да;Восточный административный округ;район Богородское;37.7329306;55.8154001;подземный;Бульвар Рокоссовского;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";;5;5;;действует;1773941;"{""coordinates"":[37.7329306,55.8154001],""type"":""Point""}";
712;Бульвар Рокоссовского, вход-выход 5 в южный вестибюль;да;Восточный административный округ;район Богородское;37.7351755;55.8132836;подземный;Бульвар Рокоссовского;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";4;;4;"RepairOfEscalators:15.06.2022-17.06.2022

";действует;1773942;"{""coordinates"":[37.7351755,55.8132836],""type"":""Point""}";
713;Бульвар Рокоссовского, вход-выход 4 в южный вестибюль;да;Восточный административный округ;район Богородское;37.7352186;55.813449;подземный;Бульвар Рокоссовского;Сокольническая линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:15, по 2 пути 05:47:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 02:05:30";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00";4;;4;"RepairOfEscalators:15.06.2022-17.06.2022

";действует;1773943;"{""coordinates"":[37.7352186,55.813449],""type"":""Point""}";
564;Серпуховская, вход-выход 2 в вестибюль;да;Центральный административный округ;район Замоскворечье;37.625760;55.726788;подземный;Серпуховская;Серпуховско-Тимирязевская линия;не является объектом культурного наследия;"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:05, по 2 пути в 05:53:10; последний поезд по 1 пути в 01:29:50, по 2 пути в 01:34:45";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:05, по 2 пути в 05:53:10; последний поезд по 1 пути в 01:29:50, по 2 пути в 01:34:45";1;3;4;"RepairOfEscalators:13.09.2022-16.09.2022

";действует;1773944;"{""coordinates"":[37.62576,55.726788],""type"":""Point""}";
